Area,Crop,Soil,NDVI,Rainfall,Carbon
5.65,Maize,Sandy,0.78,410,1.3
8.92,Cotton,Clay,0.49,828,2.17
3.9,Rice,Loam,0.82,769,2.36
8.56,Cotton,Clay,0.76,591,2.31
5.45,Sugarcane,Black,0.66,326,1.93
9.73,Rice,Clay,0.35,1414,3.85
4.61,Maize,Sandy,0.88,1485,4.34
9.62,Rice,Sandy,0.62,940,3.59
11.34,Maize,Sandy,0.85,664,4.61
7.46,Rice,Sandy,0.44,1379,2.9
6.77,Cotton,Clay,0.32,340,0.44
14.17,Cotton,Loam,0.8,540,4.41
6.31,Millets,Black,0.8,582,1.62
1.88,Sugarcane,Black,0.75,1475,3.43
6.48,Sugarcane,Loam,0.9,682,7.16
1.34,Millets,Sandy,0.91,1264,0.62
3.77,Maize,Sandy,0.6,1259,2.05
9.31,Cotton,Black,0.33,468,0.95
3.16,Sugarcane,Sandy,0.39,989,1.46
14.77,Cotton,Black,0.53,464,2.4
1.38,Cotton,Clay,0.94,612,0.48
9.48,Rice,Loam,0.92,1433,12.0
4.19,Cotton,Sandy,0.36,1130,0.82
3.44,Sugarcane,Sandy,0.49,759,1.54
12.89,Cotton,Sandy,0.41,1368,3.47
11.08,Cotton,Sandy,0.6,890,2.84
2.95,Sugarcane,Clay,0.64,718,2.03
4.76,Millets,Clay,0.88,630,1.32
14.96,Cotton,Sandy,0.5,685,2.46
1.91,Sugarcane,Clay,0.44,1446,1.82
5.77,Millets,Sandy,0.56,1199,1.55
9.9,Millets,Loam,0.34,471,0.95
11.26,Sugarcane,Clay,0.72,1321,16.06
14.12,Wheat,Sandy,0.44,1071,3.73
7.17,Sugarcane,Clay,0.85,395,3.61
4.4,Rice,Sandy,0.9,849,2.15
7.46,Maize,Sandy,0.72,432,1.67
10.91,Millets,Sandy,0.31,534,0.72
12.51,Millets,Black,0.69,1366,6.49
14.33,Sugarcane,Black,0.44,761,7.92
9.75,Maize,Sandy,0.91,1143,7.3
5.15,Cotton,Black,0.76,653,1.69
7.55,Millets,Sandy,0.42,487,0.62
13.18,Sugarcane,Sandy,0.4,1016,6.43
2.72,Cotton,Clay,0.55,889,0.8
6.79,Rice,Loam,0.46,723,2.17
7.83,Millets,Black,0.76,437,1.43
4.1,Sugarcane,Black,0.75,1082,5.49
3.91,Maize,Loam,0.38,684,1.1
14.77,Millets,Sandy,0.63,740,2.75
5.34,Wheat,Clay,0.31,1348,1.56
11.32,Millets,Sandy,0.38,435,0.75
14.57,Wheat,Black,0.58,1348,8.77
4.69,Cotton,Sandy,0.84,935,1.77
7.62,Millets,Sandy,0.39,403,0.48
3.23,Rice,Black,0.53,1357,2.04
6.54,Sugarcane,Sandy,0.5,1029,4.04
1.65,Sugarcane,Clay,0.59,1498,2.19
3.9,Maize,Loam,0.34,1130,1.62
6.77,Maize,Black,0.66,1445,6.39
9.45,Rice,Black,0.51,1006,4.27
5.73,Wheat,Clay,0.57,1208,2.76
1.87,Sugarcane,Sandy,0.53,414,0.49
2.14,Maize,Sandy,0.37,1137,0.65
11.16,Millets,Sandy,0.36,349,0.56
8.11,Millets,Loam,0.52,1199,3.03
6.92,Sugarcane,Sandy,0.74,914,5.62
2.86,Rice,Clay,0.59,516,0.7
12.57,Millets,Black,0.37,871,2.23
13.96,Cotton,Black,0.8,849,6.26
6.33,Millets,Sandy,0.44,1310,1.46
2.32,Wheat,Loam,0.4,824,0.64
1.74,Sugarcane,Loam,0.54,1184,2.0
11.95,Cotton,Black,0.68,639,3.43
7.39,Wheat,Black,0.59,398,1.34
4.54,Wheat,Black,0.81,537,1.52
6.84,Cotton,Black,0.56,775,1.96
5.69,Wheat,Sandy,0.32,856,0.87
10.17,Cotton,Clay,0.53,1328,4.29
2.03,Cotton,Black,0.92,515,0.63
13.35,Sugarcane,Black,0.73,630,10.13
1.24,Cotton,Black,0.84,1401,0.96
6.86,Rice,Sandy,0.42,638,1.18
13.34,Rice,Black,0.33,1298,5.03
3.11,Sugarcane,Clay,0.74,433,1.49
3.04,Cotton,Black,0.92,342,0.63
2.73,Rice,Clay,0.4,977,0.85
5.38,Sugarcane,Clay,0.36,970,2.82
7.79,Cotton,Black,0.69,1208,4.29
2.62,Cotton,Loam,0.43,524,0.43
9.4,Maize,Black,0.32,1356,4.04
1.06,Maize,Loam,0.92,659,0.69
14.24,Rice,Loam,0.94,360,4.63
9.54,Millets,Black,0.55,1450,4.18
10.27,Millets,Sandy,0.82,345,1.16
12.29,Maize,Loam,0.84,1108,12.35
10.48,Sugarcane,Sandy,0.59,1216,9.02
3.68,Sugarcane,Loam,0.78,1036,5.35
8.32,Wheat,Loam,0.71,752,3.73
8.2,Millets,Clay,0.77,393,1.24
7.0,Rice,Clay,0.49,621,1.7
5.45,Cotton,Loam,0.72,1290,3.64
14.03,Millets,Sandy,0.38,383,0.82
4.04,Cotton,Black,0.9,539,1.29
12.79,Millets,Clay,0.72,763,3.51
14.94,Sugarcane,Loam,0.54,1046,15.19
7.3,Maize,Loam,0.88,1378,9.56
12.65,Rice,Loam,0.61,924,6.84
1.32,Sugarcane,Black,0.7,544,0.83
13.39,Maize,Clay,0.57,457,3.14
9.6,Maize,Black,0.57,562,3.04
2.45,Rice,Sandy,0.72,611,0.69
12.33,Maize,Clay,0.78,1234,10.68
2.96,Rice,Loam,0.91,1108,2.87
14.66,Sugarcane,Black,0.32,313,2.42
9.61,Sugarcane,Sandy,0.75,532,4.6
7.87,Millets,Clay,0.38,1120,1.67
12.64,Millets,Clay,0.42,319,0.85
7.58,Millets,Loam,0.73,312,1.04
2.97,Sugarcane,Clay,0.8,1473,5.25
7.73,Millets,Loam,0.45,1402,2.93
8.0,Cotton,Sandy,0.42,961,1.55
3.72,Sugarcane,Sandy,0.76,1403,4.76
13.74,Millets,Clay,0.85,755,4.41
7.69,Maize,Loam,0.4,1141,3.79
14.43,Maize,Loam,0.37,1306,7.53
4.2,Rice,Loam,0.66,723,1.92
7.71,Sugarcane,Black,0.89,655,7.42
3.31,Wheat,Clay,0.49,417,0.47
8.93,Cotton,Sandy,0.62,1365,3.63
8.12,Rice,Clay,0.72,1159,5.42
8.31,Rice,Black,0.82,489,2.93
1.04,Cotton,Loam,0.72,1455,0.78
10.9,Maize,Black,0.61,1392,9.16
6.51,Wheat,Black,0.5,1026,2.57
13.25,Sugarcane,Clay,0.73,1072,15.55
8.53,Maize,Clay,0.92,1357,9.58
2.29,Millets,Sandy,0.9,545,0.45
7.25,Cotton,Clay,0.46,1086,2.17
12.69,Cotton,Loam,0.41,1297,4.86
9.71,Millets,Clay,0.37,522,0.94
12.26,Maize,Loam,0.64,720,6.1
11.38,Millets,Sandy,0.81,1466,5.41
14.53,Cotton,Clay,0.89,1082,8.4
7.61,Millets,Sandy,0.86,917,2.4
11.69,Rice,Sandy,0.58,1370,5.94
12.54,Cotton,Clay,0.34,609,1.56
11.98,Maize,Loam,0.68,324,2.85
14.39,Wheat,Sandy,0.76,634,3.88
5.49,Maize,Loam,0.7,1419,5.89
6.57,Wheat,Black,0.8,375,1.52
4.3,Wheat,Black,0.43,358,0.51
7.8,Cotton,Loam,0.42,1160,2.74
1.47,Maize,Black,0.92,594,0.8
9.1,Maize,Sandy,0.63,438,1.81
5.22,Rice,Black,0.76,506,1.77
13.87,Maize,Loam,0.67,582,5.84
8.51,Sugarcane,Loam,0.39,1125,6.72
7.13,Rice,Sandy,0.51,1286,2.99
7.43,Rice,Black,0.81,1249,6.61
1.6,Rice,Black,0.64,940,0.85
13.32,Maize,Clay,0.93,310,3.46
1.47,Sugarcane,Clay,0.31,1237,0.85
11.99,Cotton,Loam,0.64,576,3.18
5.55,Cotton,Clay,0.8,1322,3.52
10.84,Maize,Black,0.34,443,1.62
13.03,Rice,Clay,0.61,532,3.38
4.5,Millets,Sandy,0.51,818,0.75
3.98,Cotton,Sandy,0.41,1029,0.81
2.64,Maize,Black,0.38,1486,1.48
9.85,Maize,Black,0.5,1443,7.04
1.15,Wheat,Clay,0.93,1237,0.93
1.99,Cotton,Black,0.71,659,0.61
3.29,Millets,Loam,0.62,815,1.0
11.62,Rice,Loam,0.47,878,4.6
12.27,Maize,Sandy,0.45,356,1.42
9.78,Sugarcane,Loam,0.6,515,5.44
14.95,Rice,Clay,0.73,1129,9.86
9.19,Cotton,Clay,0.73,674,2.71
1.65,Wheat,Sandy,0.45,439,0.18
11.15,Wheat,Sandy,0.92,985,5.66
10.2,Millets,Loam,0.88,1020,5.49
1.48,Maize,Black,0.39,631,0.36
8.71,Maize,Sandy,0.56,324,1.14
12.86,Millets,Sandy,0.6,1364,4.21
12.07,Maize,Clay,0.73,1212,9.61
10.84,Maize,Loam,0.6,635,4.46
10.73,Wheat,Loam,0.79,402,2.86
2.24,Cotton,Loam,0.87,449,0.63
6.11,Maize,Sandy,0.47,952,1.97
12.31,Sugarcane,Sandy,0.67,687,6.8
12.06,Maize,Sandy,0.85,1028,7.59
2.32,Cotton,Sandy,0.89,1257,1.25
3.27,Rice,Sandy,0.58,1075,1.3
11.2,Maize,Clay,0.47,793,3.76
2.04,Maize,Loam,0.47,947,0.98
14.6,Maize,Black,0.9,489,6.36
14.23,Sugarcane,Loam,0.63,547,8.83
14.58,Cotton,Loam,0.87,365,3.33
13.44,Rice,Sandy,0.4,752,2.59
11.69,Rice,Sandy,0.87,1492,9.71
8.5,Cotton,Loam,0.85,712,3.7
7.45,Maize,Sandy,0.83,1464,6.52
2.35,Millets,Clay,0.37,819,0.36
8.85,Rice,Black,0.45,538,1.89
3.05,Wheat,Loam,0.95,726,1.77
1.99,Maize,Clay,0.93,375,0.62
9.85,Wheat,Sandy,0.87,708,3.4
12.55,Rice,Clay,0.74,592,4.4
3.87,Sugarcane,Clay,0.4,1039,2.41
6.7,Cotton,Loam,0.68,384,1.26
14.65,Wheat,Black,0.41,898,4.15
7.58,Maize,Clay,0.9,340,2.09
5.02,Cotton,Sandy,0.34,958,0.78
2.53,Sugarcane,Black,0.46,643,1.23
5.24,Rice,Black,0.43,956,1.9
11.54,Cotton,Loam,0.62,780,4.02
2.06,Wheat,Loam,0.57,1167,1.15
10.49,Cotton,Sandy,0.8,611,2.46
3.3,Rice,Black,0.43,1196,1.49
14.87,Rice,Sandy,0.76,417,3.02
12.62,Cotton,Sandy,0.47,1345,3.83
5.82,Millets,Black,0.9,658,1.9
3.41,Sugarcane,Clay,0.82,357,1.5
9.1,Wheat,Loam,0.39,918,2.74
12.58,Wheat,Sandy,0.9,1376,8.72
6.81,Wheat,Sandy,0.52,455,0.9
1.81,Rice,Black,0.37,634,0.37
1.0,Sugarcane,Sandy,0.89,367,0.39
5.8,Sugarcane,Black,0.53,1289,6.54
12.34,Sugarcane,Clay,0.89,675,11.12
10.28,Rice,Clay,0.9,1220,9.03
10.99,Millets,Sandy,0.68,781,2.33
14.64,Rice,Black,0.78,1274,12.8
3.1,Cotton,Black,0.91,305,0.57
6.03,Rice,Clay,0.67,1169,3.78
11.99,Maize,Black,0.44,1009,5.27
9.47,Rice,Clay,0.75,399,2.27
12.65,Cotton,Clay,0.39,611,1.81
9.8,Rice,Clay,0.77,1119,6.76
6.48,Cotton,Black,0.31,750,0.99
9.63,Cotton,Clay,0.58,563,1.89
4.16,Maize,Black,0.7,1096,3.16
5.49,Wheat,Black,0.39,894,1.47
9.03,Sugarcane,Loam,0.39,1226,7.77
10.35,Wheat,Sandy,0.69,1047,4.19
5.9,Rice,Black,0.56,1278,3.72
13.43,Millets,Sandy,0.74,1110,4.41
6.04,Rice,Sandy,0.73,860,2.43
5.81,Millets,Clay,0.31,1223,1.1
2.68,Rice,Black,0.92,356,0.77
12.58,Rice,Black,0.73,916,7.4
2.4,Wheat,Loam,0.83,678,1.13
8.89,Wheat,Clay,0.83,1107,5.72
6.25,Sugarcane,Sandy,0.9,1168,7.88
9.33,Rice,Black,0.93,440,3.36
5.13,Maize,Clay,0.74,1434,4.9
6.26,Maize,Clay,0.36,879,1.78
8.51,Maize,Sandy,0.86,1423,7.5
13.77,Sugarcane,Black,0.59,680,9.12
8.33,Rice,Clay,0.51,704,2.39
6.26,Millets,Clay,0.69,791,1.71
13.07,Millets,Black,0.8,1428,8.21
9.8,Millets,Black,0.81,885,3.86
5.19,Sugarcane,Black,0.47,479,1.93
2.8,Millets,Black,0.6,849,0.78
12.58,Maize,Loam,0.76,618,6.38
13.32,Rice,Loam,0.31,1413,5.6
2.44,Rice,Loam,0.39,423,0.39
13.63,Millets,Sandy,0.94,1250,6.41
1.49,Rice,Loam,0.31,739,0.33
7.81,Millets,Clay,0.91,1273,4.52
7.64,Cotton,Loam,0.52,1377,3.94
6.69,Wheat,Sandy,0.84,1316,4.14
13.95,Maize,Sandy,0.55,1406,7.77
7.47,Rice,Black,0.54,1147,4.07
14.66,Wheat,Loam,0.5,629,3.87
4.4,Wheat,Clay,0.41,1263,1.59
8.31,Maize,Sandy,0.94,1069,6.01
13.75,Maize,Clay,0.32,1175,4.65
1.11,Sugarcane,Black,0.32,882,0.52
10.37,Cotton,Black,0.55,480,1.81
6.93,Maize,Loam,0.54,822,3.32
11.01,Sugarcane,Loam,0.71,996,14.01
6.64,Rice,Sandy,0.45,383,0.73
3.27,Wheat,Clay,0.65,629,0.94
11.74,Sugarcane,Black,0.46,1004,8.95
12.93,Sugarcane,Sandy,0.66,1095,11.21
4.27,Millets,Loam,0.84,1299,2.8
12.94,Maize,Clay,0.77,558,5.0
8.45,Cotton,Loam,0.37,468,1.05
2.97,Sugarcane,Loam,0.64,954,3.26
7.09,Cotton,Black,0.44,477,0.98
6.61,Millets,Loam,0.57,367,0.83
9.64,Cotton,Clay,0.57,489,1.61
6.58,Wheat,Black,0.9,1222,5.57
7.5,Rice,Sandy,0.83,1251,4.98
11.12,Wheat,Loam,0.5,532,2.48
12.78,Cotton,Clay,0.86,433,2.86
7.26,Cotton,Black,0.71,1119,3.81
10.18,Maize,Clay,0.8,463,3.39
5.84,Sugarcane,Loam,0.67,1048,7.38
9.16,Maize,Clay,0.31,476,1.22
1.94,Sugarcane,Clay,0.43,1418,1.77
10.73,Sugarcane,Clay,0.7,424,4.78
7.07,Maize,Black,0.38,1499,3.99
7.49,Maize,Clay,0.46,790,2.45
2.58,Cotton,Loam,0.61,1086,1.23
6.33,Wheat,Clay,0.53,942,2.21
11.71,Cotton,Sandy,0.72,1298,5.25
9.49,Millets,Clay,0.84,726,2.89
2.9,Millets,Black,0.93,1235,1.83
10.3,Millets,Black,0.65,1016,3.74
2.37,Rice,Clay,0.37,1450,1.02
12.69,Cotton,Sandy,0.5,504,1.53
10.02,Cotton,Sandy,0.33,334,0.53
6.73,Cotton,Loam,0.39,467,0.88
1.22,Millets,Black,0.35,609,0.14
5.16,Rice,Black,0.59,1411,3.78
7.49,Cotton,Black,0.57,575,1.62
9.19,Maize,Black,0.49,732,3.26
4.83,Maize,Sandy,0.42,553,0.81
3.2,Millets,Black,0.44,337,0.26
2.76,Rice,Black,0.63,593,0.91
5.87,Cotton,Loam,0.36,1140,1.73
3.0,Cotton,Black,0.72,374,0.53
1.31,Wheat,Clay,0.93,691,0.59
13.92,Maize,Sandy,0.51,1022,5.22
6.22,Sugarcane,Clay,0.59,578,3.18
7.15,Cotton,Loam,0.85,641,2.8
14.76,Sugarcane,Sandy,0.82,1286,18.68
11.88,Millets,Loam,0.89,905,5.74
12.24,Cotton,Black,0.87,963,6.77
9.87,Rice,Sandy,0.44,1461,4.06
1.27,Wheat,Clay,0.84,590,0.44
14.4,Cotton,Black,0.42,1390,5.55
5.43,Sugarcane,Black,0.61,1382,7.55
8.42,Millets,Black,0.48,807,1.79
6.85,Maize,Sandy,0.35,1476,2.55
5.18,Rice,Loam,0.91,634,2.87
1.16,Sugarcane,Loam,0.32,1386,0.93
5.61,Wheat,Loam,0.68,865,2.77
6.58,Rice,Sandy,0.36,903,1.37
8.46,Rice,Loam,0.39,1068,3.38
4.72,Sugarcane,Sandy,0.9,626,3.19
11.02,Wheat,Clay,0.71,367,2.01
5.02,Sugarcane,Clay,0.43,1271,4.12
10.6,Sugarcane,Sandy,0.73,901,8.37
9.72,Wheat,Clay,0.76,1402,7.25
12.39,Wheat,Loam,0.57,478,2.84
6.12,Millets,Loam,0.76,527,1.47
14.97,Sugarcane,Clay,0.34,1067,8.15
5.36,Rice,Black,0.47,708,1.57
11.54,Sugarcane,Loam,0.32,1089,7.24
14.5,Rice,Loam,0.81,1246,14.05
1.54,Millets,Black,0.48,1187,0.48
5.4,Rice,Clay,0.59,1273,3.24
11.76,Millets,Black,0.33,776,1.66
9.64,Millets,Loam,0.67,452,1.75
7.49,Maize,Loam,0.43,1276,4.44
8.3,Sugarcane,Black,0.49,910,6.11
8.9,Sugarcane,Black,0.62,887,8.08
8.11,Wheat,Clay,0.69,1114,4.36
9.41,Rice,Sandy,0.89,411,2.2
8.36,Millets,Black,0.65,1076,3.22
1.74,Wheat,Clay,0.89,866,0.94
11.98,Millets,Clay,0.43,623,1.6
5.52,Wheat,Black,0.35,1352,2.01
9.63,Maize,Clay,0.53,1234,5.67
3.53,Millets,Loam,0.62,512,0.67
13.86,Rice,Sandy,0.35,1387,4.31
9.75,Millets,Sandy,0.77,431,1.29
13.05,Rice,Sandy,0.46,1476,5.67
1.34,Rice,Black,0.35,1434,0.59
8.07,Sugarcane,Sandy,0.67,1268,8.23
6.36,Wheat,Black,0.6,833,2.45
2.79,Rice,Clay,0.38,1009,0.86
3.12,Rice,Loam,0.85,1278,3.25
11.98,Maize,Black,0.32,1019,3.87
4.13,Maize,Black,0.39,806,1.29
4.9,Rice,Black,0.46,476,0.94
8.55,Cotton,Clay,0.75,1350,5.19
14.41,Maize,Loam,0.53,343,2.83
2.76,Cotton,Loam,0.63,586,0.73
10.66,Wheat,Sandy,0.62,1143,4.23
12.84,Sugarcane,Black,0.54,688,7.87
3.11,Wheat,Clay,0.57,982,1.22
3.12,Sugarcane,Loam,0.66,356,1.32
10.22,Wheat,Clay,0.35,1442,3.61
1.1,Cotton,Loam,0.93,314,0.23
1.38,Maize,Clay,0.43,629,0.34
5.0,Cotton,Loam,0.69,1161,2.88
12.03,Sugarcane,Sandy,0.32,1414,6.53
2.14,Rice,Clay,0.63,563,0.61
8.54,Maize,Clay,0.93,1202,8.59
4.84,Rice,Black,0.82,1102,3.85
8.69,Sugarcane,Black,0.6,670,5.76
8.99,Sugarcane,Black,0.33,848,4.15
4.36,Rice,Black,0.94,1345,4.85
7.31,Maize,Clay,0.93,563,3.44
4.17,Cotton,Black,0.89,717,1.76
7.99,Maize,Black,0.32,968,2.45
13.52,Maize,Loam,0.59,1428,12.3
12.05,Millets,Sandy,0.3,698,1.01
6.49,Rice,Clay,0.55,1410,4.03
3.98,Wheat,Loam,0.8,1123,3.0
11.06,Wheat,Sandy,0.67,1469,6.1
3.2,Maize,Loam,0.7,1347,3.26
14.02,Millets,Black,0.79,1291,7.86
1.4,Millets,Black,0.51,585,0.23
8.32,Wheat,Sandy,0.55,1412,3.62
1.26,Sugarcane,Sandy,0.71,1197,1.29
9.52,Millets,Clay,0.88,1425,5.97
14.59,Millets,Black,0.5,727,2.92
1.73,Sugarcane,Sandy,0.55,953,1.09
4.15,Rice,Clay,0.91,307,0.93
10.63,Cotton,Loam,0.79,1246,7.53
8.33,Maize,Clay,0.61,818,3.74
14.53,Rice,Clay,0.54,1218,7.65
3.45,Millets,Loam,0.7,1416,2.05
5.38,Cotton,Clay,0.64,758,1.57
12.99,Wheat,Black,0.45,622,2.8
9.83,Sugarcane,Clay,0.84,1285,15.92
4.54,Wheat,Clay,0.72,1159,2.65
8.9,Wheat,Black,0.66,1439,6.51
13.4,Wheat,Clay,0.6,826,4.65
10.78,Cotton,Black,0.81,411,2.37
12.83,Maize,Sandy,0.46,566,2.41
6.37,Rice,Loam,0.61,739,2.76
5.89,Millets,Black,0.7,888,2.01
4.01,Sugarcane,Sandy,0.5,560,1.35
4.98,Millets,Clay,0.95,500,1.18
5.9,Millets,Loam,0.84,1043,3.1
3.18,Millets,Sandy,0.65,1473,1.22
5.68,Sugarcane,Sandy,0.64,542,2.36
12.62,Sugarcane,Loam,0.74,1104,18.56
8.58,Rice,Black,0.7,951,5.03
13.59,Maize,Loam,0.61,1420,12.71
13.16,Cotton,Clay,0.94,1080,8.02
12.68,Wheat,Loam,0.77,369,3.03
10.33,Maize,Black,0.35,452,1.62
3.85,Rice,Clay,0.93,1331,3.81
14.53,Wheat,Clay,0.66,915,6.14
5.28,Cotton,Sandy,0.6,1127,1.71
14.19,Cotton,Loam,0.7,878,6.28
10.7,Sugarcane,Loam,0.49,967,9.13
14.96,Sugarcane,Sandy,0.81,751,10.92
13.87,Millets,Sandy,0.64,1423,5.05
11.38,Rice,Loam,0.68,721,5.36
6.44,Rice,Loam,0.78,931,4.49
7.69,Rice,Clay,0.62,556,2.12
3.78,Sugarcane,Loam,0.48,552,1.8
13.14,Cotton,Clay,0.88,306,2.12
3.17,Maize,Black,0.43,515,0.69
3.13,Wheat,Clay,0.41,1254,1.13
10.81,Rice,Sandy,0.62,971,4.17
1.58,Wheat,Black,0.57,1169,0.81
12.99,Maize,Black,0.86,1303,14.41
6.23,Wheat,Clay,0.33,451,0.65
10.69,Millets,Clay,0.47,1464,3.68
1.87,Maize,Black,0.77,1388,1.98
6.06,Maize,Sandy,0.43,504,0.95
8.91,Rice,Black,0.49,819,3.15
8.18,Maize,Clay,0.65,884,4.23
12.77,Millets,Clay,0.89,621,3.53
11.64,Cotton,Sandy,0.95,623,3.31
9.97,Rice,Black,0.93,340,2.77
7.5,Maize,Loam,0.54,414,1.81
1.91,Wheat,Sandy,0.66,1062,0.75
14.37,Millets,Clay,0.47,495,1.67
6.31,Cotton,Sandy,0.72,575,1.25
3.6,Sugarcane,Black,0.93,1479,8.17
4.45,Cotton,Sandy,0.53,300,0.34
11.11,Millets,Black,0.57,711,2.48
8.57,Cotton,Sandy,0.73,1241,3.73
4.23,Wheat,Black,0.67,543,1.18
4.58,Cotton,Black,0.41,1300,1.61
14.49,Wheat,Loam,0.79,524,5.04
10.93,Millets,Clay,0.71,379,1.47
11.22,Wheat,Loam,0.45,587,2.49
13.87,Maize,Black,0.66,751,6.81
2.18,Cotton,Sandy,0.52,477,0.26
8.95,Maize,Loam,0.55,473,2.51
8.82,Cotton,Sandy,0.5,335,0.71
11.19,Millets,Black,0.6,827,3.05
10.23,Sugarcane,Clay,0.64,908,8.92
1.52,Rice,Loam,0.8,984,1.15
11.73,Millets,Clay,0.44,1214,3.13
12.79,Maize,Black,0.58,1336,9.81
14.4,Millets,Sandy,0.66,913,3.47
2.67,Cotton,Clay,0.94,990,1.49
8.9,Rice,Sandy,0.41,469,1.1
10.07,Rice,Black,0.58,947,4.87
13.52,Sugarcane,Loam,0.79,1450,27.88
4.7,Millets,Sandy,0.58,402,0.44
13.96,Wheat,Clay,0.53,359,1.86
10.39,Millets,Sandy,0.33,320,0.44
10.55,Maize,Loam,0.62,1025,7.24
5.65,Rice,Loam,0.67,1231,4.47
3.22,Sugarcane,Sandy,0.92,568,2.02
9.99,Rice,Clay,0.95,674,5.12
13.28,Millets,Clay,0.86,1141,6.52
11.4,Sugarcane,Black,0.47,566,5.0
6.97,Millets,Black,0.47,966,1.74
1.17,Maize,Sandy,0.46,730,0.28
10.48,Cotton,Sandy,0.55,1159,3.21
2.1,Rice,Sandy,0.6,1342,1.08
12.8,Wheat,Sandy,0.35,664,1.67
3.77,Rice,Sandy,0.89,650,1.4
11.59,Wheat,Sandy,0.67,477,2.07
2.91,Wheat,Sandy,0.5,1144,0.93
7.14,Rice,Sandy,0.33,455,0.69
13.07,Wheat,Loam,0.93,1054,10.76
3.17,Millets,Clay,0.36,365,0.21
3.14,Rice,Black,0.51,1293,1.82
11.57,Wheat,Sandy,0.81,434,2.28
5.61,Cotton,Clay,0.51,1128,1.94
5.33,Cotton,Black,0.5,984,1.73
6.27,Maize,Black,0.8,1164,5.78
5.37,Maize,Clay,0.57,849,2.34
3.31,Millets,Clay,0.39,1005,0.65
9.48,Wheat,Clay,0.92,457,2.79
8.4,Cotton,Loam,0.71,863,3.71
8.58,Sugarcane,Sandy,0.7,623,4.49
12.3,Millets,Sandy,0.34,561,0.94
10.41,Sugarcane,Clay,0.5,1092,8.53
7.15,Sugarcane,Loam,0.71,436,3.98
7.07,Rice,Sandy,0.38,1126,1.94
3.79,Wheat,Black,0.88,886,2.28
5.8,Rice,Clay,0.46,791,1.69
11.16,Cotton,Black,0.91,1011,6.78
13.79,Maize,Sandy,0.66,1287,8.43
10.39,Millets,Black,0.32,1174,2.15
11.65,Rice,Black,0.78,1189,9.51
3.02,Wheat,Clay,0.7,971,1.44
3.96,Millets,Sandy,0.51,740,0.6
3.91,Cotton,Loam,0.8,1246,2.81
7.24,Maize,Loam,0.93,912,6.63
3.81,Cotton,Black,0.59,596,0.88
12.66,Wheat,Sandy,0.78,446,2.47
13.53,Wheat,Black,0.55,1101,6.31
9.13,Wheat,Loam,0.6,349,1.61
14.78,Cotton,Clay,0.66,558,3.27
6.88,Wheat,Clay,0.33,327,0.52
5.49,Cotton,Clay,0.36,358,0.42
12.93,Cotton,Loam,0.84,1057,8.27
7.27,Cotton,Clay,0.43,848,1.59
9.51,Cotton,Clay,0.94,632,3.39
3.18,Cotton,Clay,0.53,968,0.98
4.36,Sugarcane,Loam,0.71,1411,7.86
12.22,Cotton,Loam,0.78,379,2.6
2.39,Sugarcane,Clay,0.49,612,1.08
11.29,Wheat,Clay,0.92,1050,7.63
11.97,Rice,Clay,0.37,385,1.36
8.64,Cotton,Black,0.3,1082,1.85
5.05,Maize,Black,0.9,1060,4.77
8.67,Wheat,Clay,0.77,338,1.58
4.04,Wheat,Clay,0.73,1363,2.81
13.68,Wheat,Loam,0.47,1034,5.58
6.43,Wheat,Sandy,0.42,658,1.0
8.65,Rice,Loam,0.31,1434,3.69
8.35,Rice,Black,0.57,390,1.63
13.41,Millets,Clay,0.47,1167,3.68
3.39,Rice,Sandy,0.92,992,1.98
9.07,Cotton,Sandy,0.5,623,1.36
14.97,Rice,Sandy,0.53,538,2.73
2.34,Maize,Loam,0.34,894,0.77
5.98,Wheat,Sandy,0.67,487,1.09
6.95,Cotton,Black,0.81,620,2.3
2.59,Cotton,Clay,0.35,394,0.21
10.78,Rice,Black,0.82,559,4.35
5.5,Millets,Sandy,0.75,1392,2.3
3.55,Rice,Sandy,0.95,355,0.77
13.85,Cotton,Clay,0.89,1207,8.93
14.89,Maize,Loam,0.51,1283,10.52
2.29,Cotton,Loam,0.72,858,1.02
2.23,Cotton,Clay,0.91,843,1.03
14.89,Rice,Loam,0.45,608,3.91
9.62,Cotton,Black,0.42,1230,3.28
6.02,Maize,Black,0.86,1418,7.27
3.66,Cotton,Sandy,0.78,1049,1.44
8.41,Sugarcane,Sandy,0.74,1165,8.7
3.53,Sugarcane,Clay,0.55,694,2.02
5.1,Wheat,Black,0.86,768,2.59
4.82,Millets,Clay,0.81,1209,2.36
3.57,Millets,Sandy,0.44,1214,0.76
14.5,Maize,Loam,0.44,613,4.22
6.08,Rice,Black,0.81,1394,6.04
10.1,Cotton,Sandy,0.34,392,0.65
3.56,Sugarcane,Black,0.59,712,2.47
4.74,Rice,Clay,0.82,312,0.97
8.29,Sugarcane,Sandy,0.95,328,3.1
13.01,Rice,Black,0.41,443,2.08
5.06,Sugarcane,Clay,0.37,1215,3.41
9.76,Wheat,Sandy,0.8,1275,5.57
7.15,Rice,Black,0.94,546,3.23
3.46,Sugarcane,Black,0.48,454,1.24
12.7,Millets,Black,0.74,982,5.08
2.05,Wheat,Sandy,0.76,641,0.56
6.37,Maize,Black,0.49,773,2.39
3.24,Sugarcane,Black,0.37,532,1.05
14.59,Rice,Loam,0.45,470,2.96
